HGNC ID	Approved symbol	Approved name	Status	Previous symbols	Alias symbols	Chromosome	Accession numbers
HGNC:12391	TTC1	tetratricopeptide repeat domain 1	Approved		TPR1	5q33.3	U46570
HGNC:12393	TTC3	tetratricopeptide repeat domain 3	Approved		TPRD, TPRDI, DCRR1, TPRDII, TPRDIII, RNF105	21q22.13	D84296
HGNC:12394	TTC4	tetratricopeptide repeat domain 4	Approved		MGC5097, FLJ41930, CNS1	1p32.3	
HGNC:19274	TTC5	tetratricopeptide repeat domain 5	Approved		Strap	14q11.2	BC008647
HGNC:19739	TTC6	tetratricopeptide repeat domain 6	Approved	NCRNA00291, C14orf25		14q21.1	BC014342
HGNC:19750	TTC7A	tetratricopeptide repeat domain 7A	Approved	TTC7	KIAA1140	2p21	AB032966
HGNC:19858	TTC7B	tetratricopeptide repeat domain 7B	Approved	TTC7L1		14q32.11	BC035865
HGNC:20087	TTC8	tetratricopeptide repeat domain 8	Approved		BBS8, RP51	14q31.3	AK093891
HGNC:20267	TTC9	tetratricopeptide repeat domain 9	Approved		KIAA0227, TTC9A	14q24.2	D86980
HGNC:26395	TTC9B	tetratricopeptide repeat domain 9B	Approved		FLJ30373	19q13.2	BC029539
HGNC:28432	TTC9C	tetratricopeptide repeat domain 9C	Approved		MGC29649	11q12.3	BC032123
HGNC:23700	TTC12	tetratricopeptide repeat domain 12	Approved		FLJ13859, FLJ20535, TPARM	11q23.2	AK000542
HGNC:26204	TTC13	tetratricopeptide repeat domain 13	Approved		FLJ22584	1q42.2	
HGNC:24697	TTC14	tetratricopeptide repeat domain 14	Approved		FLJ00166, KIAA1980	3q26.33	AB075860
HGNC:26536	TTC16	tetratricopeptide repeat domain 16	Approved		FLJ32780	9q34.11	AK057342
HGNC:25596	TTC17	tetratricopeptide repeat domain 17	Approved		FLJ10890	11p12-p11.2	AK001540
HGNC:26006	TTC19	tetratricopeptide repeat domain 19	Approved		FLJ20343, MGC19520	17p12	AK094819
HGNC:30761	TTC21A	tetratricopeptide repeat domain 21A	Approved		STI2, IFT139A, Thm2	3p22.2	AJ487015
HGNC:25660	TTC21B	tetratricopeptide repeat domain 21B	Approved		FLJ11457, JBTS11, NPHP12, IFT139B, THM1, FAP60, FLA17, IFT139, CFAP60	2q24.3	AB082523
HGNC:26067	TTC22	tetratricopeptide repeat domain 22	Approved		FLJ20619	1p32.3	AK000626
HGNC:25730	TTC23	tetratricopeptide repeat domain 23	Approved		FLJ12572, HCC-8	15q26.3	
HGNC:26355	TTC23L	tetratricopeptide repeat domain 23 like	Approved		FLJ25439	5p13.2	
HGNC:32348	TTC24	tetratricopeptide repeat domain 24	Approved			1q22	
HGNC:25986	TTC27	tetratricopeptide repeat domain 27	Approved		FLJ20272	2p22.3	BC063791, AK000279
HGNC:29179	TTC28	tetratricopeptide repeat domain 28	Approved		KIAA1043	22q12.1	AB028966
HGNC:29936	TTC29	tetratricopeptide repeat domain 29	Approved		NYD-SP14	4q31.22	AF345910
HGNC:25759	TTC31	tetratricopeptide repeat domain 31	Approved		FLJ12788	2p13.1	AK026819
HGNC:32954	TTC32	tetratricopeptide repeat domain 32	Approved			2p24.1	BC057850
HGNC:29959	TTC33	tetratricopeptide repeat domain 33	Approved		OSRF	5p13.1	BC015701
HGNC:34297	TTC34	tetratricopeptide repeat domain 34	Approved			1p36.32	
HGNC:33708	TTC36	tetratricopeptide repeat domain 36	Approved		HBP21	11q23.3	EU489483
HGNC:26082	TTC38	tetratricopeptide repeat domain 38	Approved		FLJ20699	22q13.31	
HGNC:18657	TTC39A	tetratricopeptide repeat domain 39A	Approved	C1orf34	KIAA0452, DEME-6	1p32.3	AB007921
HGNC:23704	TTC39B	tetratricopeptide repeat domain 39B	Approved	C9orf52	FLJ33868	9p22.3	AK091187
HGNC:26595	TTC39C	tetratricopeptide repeat domain 39C	Approved	C18orf17	FLJ33761, HsT2697	18q11.2	AK091080
HGNC:12397	TTF1	transcription termination factor 1	Approved			9q34.13	BC050734
HGNC:12398	TTF2	transcription termination factor 2	Approved		HuF2, ZGRF6	1p13.1	AF073771
HGNC:29029	TTI1	TELO2 interacting protein 1	Approved	KIAA0406	smg-10	20q11.23	BC013121
HGNC:26262	TTI2	TELO2 interacting protein 2	Approved	C8orf41	FLJ23263	8p12	AK026916
HGNC:12401	TTK	TTK protein kinase	Approved		MPS1, MPS1L1, CT96, MPH1	6q14.1	
HGNC:21586	TTL	tubulin tyrosine ligase	Approved		MGC46235	2q14.1	
HGNC:1312	TTLL1	TTL family tubulin polyglutamylase complex subunit L1	Approved	C22orf7	PGs3, TPGS3	22q13.2	AL096886
HGNC:21211	TTLL2	tubulin tyrosine ligase like 2	Approved	C6orf104	NYD-TSPG, dJ366N23.3	6q27	AK093039
HGNC:24483	TTLL3	tubulin tyrosine ligase like 3	Approved		DKFZP434B103, HOTTL	3p25.3	
HGNC:28976	TTLL4	tubulin tyrosine ligase like 4	Approved		KIAA0173	2q35	
HGNC:19963	TTLL5	tubulin tyrosine ligase like 5	Approved	KIAA0998	STAMP	14q24.3	AF107885
HGNC:26664	TTLL6	tubulin tyrosine ligase like 6	Approved		FLJ35808	17q21.32	AK093127
HGNC:26242	TTLL7	tubulin tyrosine ligase like 7	Approved		FLJ23033	1p31.1	AY170843
HGNC:34000	TTLL8	tubulin tyrosine ligase like 8	Approved			22q13.33	
HGNC:16118	TTLL9	tubulin tyrosine ligase like 9	Approved	C20orf125	dJ310O13.1	20q11	AL031658
HGNC:26693	TTLL10	tubulin tyrosine ligase like 10	Approved	TTLL5	FLJ36119	1p36.33	AK093438
HGNC:18113	TTLL11	tubulin tyrosine ligase like 11	Approved	C9orf20, TTLL11-IT1, C9orf148	bA244O19.1	9q33.2	AF521886
HGNC:28974	TTLL12	tubulin tyrosine ligase like 12	Approved		KIAA0153	22q13.2	D63487
HGNC:32484	TTLL13	tubulin tyrosine ligase like 13	Approved	TTLL13P	FLJ46079, MGC33417	15q26.1	BC036668
HGNC:12403	TTN	titin	Approved	CMD1G	CMPD4, FLJ32040, TMD, CMH9, LGMD2J, MYLK5	2q31.2	X90568
HGNC:12404	TTPA	alpha tocopherol transfer protein	Approved	AVED		8q12.3	BC058000
HGNC:16114	TTPAL	alpha tocopherol transfer protein like	Approved	C20orf121	dJ179M20.3	20q13.12	BC003071
HGNC:12405	TTR	transthyretin	Approved	PALB, CTS1	HsT2651, CTS	18q12.1	M10605
HGNC:13476	TTYH1	tweety family member 1	Approved			19q13.42	AF177909
HGNC:13877	TTYH2	tweety family member 2	Approved		C17orf29	17q25.1	
HGNC:22222	TTYH3	tweety family member 3	Approved		KIAA1691	7p22.3	
HGNC:12406	TUB	TUB bipartite transcription factor	Approved		rd5	11p15.4	U54644
HGNC:20766	TUBA1A	tubulin alpha 1a	Approved		TUBA3, B-ALPHA-1, FLJ25113	12q13.12	AF141347
HGNC:18809	TUBA1B	tubulin alpha 1b	Approved		K-ALPHA-1	12q13.12	AF081484
HGNC:20768	TUBA1C	tubulin alpha 1c	Approved	TUBA6	MGC14580, MGC10851, bcm948	12q13.12	BC004949
HGNC:12408	TUBA3C	tubulin alpha 3c	Approved	TUBA2	bA408E5.3	13q12.11	AF005392
HGNC:24071	TUBA3D	tubulin alpha 3d	Approved		H2-ALPHA	2q21.1	K03460
HGNC:20765	TUBA3E	tubulin alpha 3e	Approved			2q21.1	BC057811
HGNC:12407	TUBA4A	tubulin alpha 4a	Approved	TUBA1	FLJ30169, H2-ALPHA	2q35	AK054731
HGNC:18637	TUBA4B	tubulin alpha 4b	Approved	TUBA4	FLJ13940	2q35	AK024002
HGNC:12410	TUBA8	tubulin alpha 8	Approved	TUBAL2		22q11.21	AJ245922
HGNC:23534	TUBAL3	tubulin alpha like 3	Approved		FLJ21665	10p15.1	AK025318
HGNC:20778	TUBB	tubulin beta class I	Approved		OK/SW-cl.56, MGC16435, M40, Tubb5	6p21.33	AB062393
HGNC:16257	TUBB1	tubulin beta 1 class VI	Approved		dJ543J19.4	20q13.32	AJ292757
HGNC:12412	TUBB2A	tubulin beta 2A class IIa	Approved	TUBB, TUBB2	dJ40E16.7	6p25.2	AY159127
HGNC:30829	TUBB2B	tubulin beta 2B class IIb	Approved		MGC8685, DKFZp566F223, bA506K6.1	6p25.2	BC001352
HGNC:20772	TUBB3	tubulin beta 3 class III	Approved	FEOM3	beta-4, CFEOM3, CFEOM3A	16q24.3	BC000748
HGNC:20774	TUBB4A	tubulin beta 4A class IVa	Approved	TUBB4, DYT4	beta-5	19p13.3	AK075307
HGNC:20771	TUBB4B	tubulin beta 4B class IVb	Approved	TUBB2C	Beta2	9q34.3	BC019359
HGNC:20776	TUBB6	tubulin beta 6 class V	Approved		MGC4083, HsT1601	18p11.21	AK001295
HGNC:20773	TUBB8	tubulin beta 8 class VIII	Approved		bA631M21.2	10p15.3	AF355127
HGNC:24983	TUBB8B	tubulin beta 8B	Approved	TUBB8P12		18p11.32	AF355126
HGNC:16811	TUBD1	tubulin delta 1	Approved		FLJ12709, TUBD	17q23.1	AF201333
HGNC:20775	TUBE1	tubulin epsilon 1	Approved		dJ142L7.2, FLJ22589, TUBE	6q21	AF201334
HGNC:12417	TUBG1	tubulin gamma 1	Approved	TUBG	TUBGCP1	17q21.31	BC000619
HGNC:12419	TUBG2	tubulin gamma 2	Approved			17q21.2	AF225971
HGNC:18599	TUBGCP2	tubulin gamma complex associated protein 2	Approved		GCP2, Spc97p, SPBC97, hGCP2, ALP4	10q26.3	AF042379
HGNC:18598	TUBGCP3	tubulin gamma complex associated protein 3	Approved		GCP3, Spc98p, SPBC98	13q34	AF042378
HGNC:16691	TUBGCP4	tubulin gamma complex associated protein 4	Approved		76P, FLJ14797	15q15.3	AJ249677
HGNC:18600	TUBGCP5	tubulin gamma complex associated protein 5	Approved		GCP5, KIAA1899	15q11.2	AB067486
HGNC:18127	TUBGCP6	tubulin gamma complex associated protein 6	Approved		GCP6, KIAA1669, DJ402G11.6	22q13.33	AB051456
HGNC:12420	TUFM	Tu translation elongation factor, mitochondrial	Approved		EFTu, EF-TuMT, EFTU	16p11.2	L38995
HGNC:12422	TUFT1	tuftelin 1	Approved			1q21.3	AF254260
HGNC:26066	TUG1	taurine up-regulated 1	Approved		FLJ20618, NCRNA00080, LINC00080	22q12.2	AK057695
HGNC:12423	TULP1	TUB like protein 1	Approved	RP14	TUBL1, LCA15	6p21.31	U82468
HGNC:12424	TULP2	TUB like protein 2	Approved		TUBL2, CT65	19q13.33	U82469
HGNC:12425	TULP3	TUB like protein 3	Approved		TUBL3	12p13.33	AF045583
HGNC:15530	TULP4	TUB like protein 4	Approved		TUSP, KIAA1397	6q25.3	
HGNC:31010	TUSC1	tumor suppressor candidate 1	Approved		TSG-9, CCDC89B	9p21.2	AY168647
HGNC:17034	TUSC2	tumor suppressor 2, mitochondrial calcium regulator	Approved	PDAP2	FUS1, PAP, C3orf11	3p21.31	AF055479
HGNC:30242	TUSC3	tumor suppressor candidate 3	Approved	MRT22	MGC13453, N33, OST3A, MRT7, MagT2, SLC58A2	8p22	AK026149
HGNC:26184	TUT1	terminal uridylyl transferase 1, U6 snRNA-specific	Approved	RBM21	FLJ22347, FLJ22267, FLJ21850, PAPD2, TUTase, TENT1	11q12.3	BC005013
HGNC:28981	TUT4	terminal uridylyl transferase 4	Approved	ZCCHC11	KIAA0191, PAPD3, TENT3A	1p32.3	D83776
HGNC:25817	TUT7	terminal uridylyl transferase 7	Approved	ZCCHC6	KIAA1711, FLJ13409, PAPD6, TENT3B	9q21.33	AL832026
HGNC:20398	TVP23A	trans-golgi network vesicle protein 23 homolog A	Approved	FAM18A	YDR084C	16p13.13	
HGNC:20399	TVP23B	trans-golgi network vesicle protein 23 homolog B	Approved	FAM18B, FAM18B1	CGI-148, YDR084C	17p11.2	AF151906
HGNC:30453	TVP23C	trans-golgi network vesicle protein 23 homolog C	Approved	FAM18B2	MGC8763	17p12	BC011952
HGNC:9620	TWF1	twinfilin actin binding protein 1	Approved	PTK9	A6	12q12	U02680
HGNC:9621	TWF2	twinfilin actin binding protein 2	Approved	PTK9L	A6RP, A6r	3p21.2	Y17169
HGNC:12428	TWIST1	twist family bHLH transcription factor 1	Approved	ACS3, BPES3, TWIST, CRS	SCS, H-twist, BPES2, bHLHa38, CRS1	7p21.1	U80998
HGNC:20670	TWIST2	twist family bHLH transcription factor 2	Approved		DERMO1, Dermo-1, bHLHa39	2q37.3	BC017907
HGNC:1160	TWNK	twinkle mtDNA helicase	Approved	IOSCA, C10orf2	PEO, PEO1, TWINKLE, FLJ21832, TWINL	10q24.31	AF292004
HGNC:12429	TWSG1	twisted gastrulation BMP signaling modulator 1	Approved		TSG	18p11.22	AA486291
HGNC:12434	TXK	TXK tyrosine kinase	Approved	PTK4	TKL, PSCTK5, BTKL, RLK	4p12	L27071
HGNC:30685	TXLNA	taxilin alpha	Approved		DKFZp451J0118	1p35.2	AF516206
HGNC:21617	TXLNB	taxilin beta	Approved	C6orf198	DKFZp451A175, MDP77, dJ522B19.2	6q24.1	
HGNC:18578	TXLNG	taxilin gamma	Approved	CXorf15	FLJ11209, LSR5, FIAT, MGC126621, MGC126625, TXLNGX	Xp22.2	AK002071
HGNC:12435	TXN	thioredoxin	Approved		TRX, Trx80	9q31.3	X77584
HGNC:17772	TXN2	thioredoxin 2	Approved		MT-TRX	22q12.3	U78678
HGNC:16470	TXNDC2	thioredoxin domain containing 2	Approved		SPTRX1	18p11.31-p11.2	AF080095
HGNC:21073	TXNDC5	thioredoxin domain containing 5	Approved		MGC3178, FLJ21353, FLJ90810, EndoPDI, Hcc-2, ERp46, PDIA15	6p24.3	AK025006
HGNC:31454	TXNDC8	thioredoxin domain containing 8	Approved		bA427L11.2, TRX6, SPTRX-3	9q31.3	BC035743
HGNC:24110	TXNDC9	thioredoxin domain containing 9	Approved		APACD	2q11.2	BC005968
HGNC:28030	TXNDC11	thioredoxin domain containing 11	Approved		EFP1	16p13.13	BC013727
HGNC:24626	TXNDC12	thioredoxin domain containing 12	Approved		TLP19, ERP18, ERP19, hAG-1, AGR1, PDIA16	1p32.3	AF131758
HGNC:20652	TXNDC15	thioredoxin domain containing 15	Approved	C5orf14	2310047H23Rik, FLJ22625	5q31.1	AK026278
HGNC:19965	TXNDC16	thioredoxin domain containing 16	Approved	KIAA1344		14q22.1	AB037765
HGNC:28218	TXNDC17	thioredoxin domain containing 17	Approved	TXNL5	MGC14353, TRP14	17p13.1	BC006405
HGNC:16952	TXNIP	thioredoxin interacting protein	Approved		VDUP1, EST01027, HHCPA78, THIF, ARRDC6	1q21.1	S73591
HGNC:12436	TXNL1	thioredoxin like 1	Approved	TXNL	Txl, TRP32	18q21.31	AF003938
HGNC:30551	TXNL4A	thioredoxin like 4A	Approved	TXNL4	U5-15kD, DIM1, HsT161, DIB1, SNRNP15	18q23	AF023612
HGNC:26041	TXNL4B	thioredoxin like 4B	Approved		FLJ20511, DLP, Dim2	16q22.2	BC009646
HGNC:12437	TXNRD1	thioredoxin reductase 1	Approved		TXNR, GRIM-12, Trxr1	12q23.3	
HGNC:18155	TXNRD2	thioredoxin reductase 2	Approved		TR, TRXR2, TR3, SELZ	22q11.21	AF106697
HGNC:20667	TXNRD3	thioredoxin reductase 3	Approved	TXNRD3NB, TXNRD3IT1	TR2, TRXR3, TGR, TR2IT1, TXNRD3NT1	3q21.3	AF133519
HGNC:12440	TYK2	tyrosine kinase 2	Approved		JTK1	19p13.2	
HGNC:3148	TYMP	thymidine phosphorylase	Approved	MNGIE, ECGF1		22q13.33	M63193
HGNC:12441	TYMS	thymidylate synthetase	Approved	TS	Tsase, TMS, HsT422	18p11.32	X02308
HGNC:12442	TYR	tyrosinase	Approved		OCAIA, OCA1A, OCA1	11q14.3	M27160
HGNC:12446	TYRO3	TYRO3 protein tyrosine kinase	Approved	RSE	Dtk, Brt, Tif, Sky, Etk-2, Rek	15q15.1	D50479
HGNC:12449	TYROBP	transmembrane immune signaling adaptor TYROBP	Approved	PLOSL	DAP12, PLO-SL, KARAP	19q13.12	AF019563
HGNC:12450	TYRP1	tyrosinase related protein 1	Approved	TYRP, CAS2	GP75, CATB, TRP, b-PROTEIN, OCA3	9p23	L33830
HGNC:28531	TYSND1	trypsin like peroxisomal matrix peptidase 1	Approved		MGC34695, NET41	10q22.1	BC016840
HGNC:25598	TYW1	tRNA-yW synthesizing protein 1 homolog	Approved	RSAFD1	FLJ10900, MGC23001, MGC60291, YPL207W, TYW1A	7q11.21	AK001762
HGNC:33908	TYW1B	tRNA-yW synthesizing protein 1 homolog B	Approved		RSAFD2, MGC87315, NCRNA00069, LINC00069	7q11.22-q11.23	BC068520
HGNC:24757	TYW3	tRNA-yW synthesizing protein 3 homolog	Approved	C1orf171	FLJ40918	1p31.1	BX647591
HGNC:26754	TYW5	tRNA-yW synthesizing protein 5	Approved	C2orf60	FLJ37953	2q33.1	AK095272
HGNC:12453	U2AF1	U2 small nuclear RNA auxiliary factor 1	Approved	U2AFBP	U2AF35, RNU2AF1, RN	21q22.3	BC001177
HGNC:23020	U2AF1L4	U2 small nuclear RNA auxiliary factor 1 like 4	Approved	U2AF1L3	MGC33901, U2af26	19q13.12	BC021186, AY569437
HGNC:23156	U2AF2	U2 small nuclear RNA auxiliary factor 2	Approved		U2AF65	19q13.42	BC008740
HGNC:30855	U2SURP	U2 snRNP associated SURP domain containing	Approved		fSAPa, SR140	3q23	BK000564
HGNC:15947	UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats	Approved		FLJ10128, KIAA1561	15q23	AF322916
HGNC:12457	UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1	Approved	SPAG2	AGX1, AgX	1q23.3	AB011004
HGNC:28082	UAP1L1	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1	Approved			9q34.3	AK022632
HGNC:12469	UBA1	ubiquitin like modifier activating enzyme 1	Approved	A1S9T, GXP1, UBE1	UBE1X, POC20, CFAP124	Xp11.3	AF258566
HGNC:30661	UBA2	ubiquitin like modifier activating enzyme 2	Approved	SAE2	FLJ13058, HRIHFB2115	19q13.11	BC003153
HGNC:12470	UBA3	ubiquitin like modifier activating enzyme 3	Approved	UBE1C	hUba3, NAE2	3p14.1	AB012190
HGNC:23230	UBA5	ubiquitin like modifier activating enzyme 5	Approved	UBE1DC1	FLJ23251	3q22.1	AY253672
HGNC:25581	UBA6	ubiquitin like modifier activating enzyme 6	Approved	UBE1L2	FLJ10808	4q13.2	AK094164
HGNC:12471	UBA7	ubiquitin like modifier activating enzyme 7	Approved	UBE1L	D8, UBE2, UBA1B	3p21.31	BC006378
HGNC:12458	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	Approved		RPL40, CEP52, HUBCEP52, MGC57125, MGC126879, MGC126881, L40	19p13.1-p12	
HGNC:30221	UBAC1	UBA domain containing 1	Approved	UBADC1	GBDR1, KPC2	9q34.3	AF176796
HGNC:20486	UBAC2	UBA domain containing 2	Approved	PHGDHL1	FLJ30548, RP11-178C10.1	13q32.3	AK055110
HGNC:29576	UBALD1	UBA like domain containing 1	Approved	FAM100A		16p13.3	BC025327
HGNC:28438	UBALD2	UBA like domain containing 2	Approved	FAM100B	MGC29814	17q25.1	
HGNC:12461	UBAP1	ubiquitin associated protein 1	Approved	UBAP		9p13.3	AF222043
HGNC:40028	UBAP1L	ubiquitin associated protein 1 like	Approved			15q22.31	
HGNC:14185	UBAP2	ubiquitin associated protein 2	Approved		KIAA1491, bA176F3.5, FLJ22435	9p13.3	AB040924
HGNC:29877	UBAP2L	ubiquitin associated protein 2 like	Approved		NICE-4, KIAA0144	1q21.3	BC003170
HGNC:12462	UBASH3A	ubiquitin associated and SH3 domain containing A	Approved		STS-2, TULA, CLIP4	21q22.3	AJ277750
HGNC:29884	UBASH3B	ubiquitin associated and SH3 domain containing B	Approved		KIAA1959, STS-1, TULA2, TULA-2	11q24.1	AB075839
HGNC:12463	UBB	ubiquitin B	Approved		MGC8385, FLJ25987	17p11.2	
HGNC:12468	UBC	ubiquitin C	Approved			12q24.3	
HGNC:18795	UBD	ubiquitin D	Approved		FAT10	6p22.1	Y12653
HGNC:12472	UBE2A	ubiquitin conjugating enzyme E2 A	Approved		UBC2, HHR6A, RAD6A, HR6A	Xq24	AK223045
HGNC:12473	UBE2B	ubiquitin conjugating enzyme E2 B	Approved		UBC2, HHR6B, RAD6B	5q31.1	M74525
HGNC:15937	UBE2C	ubiquitin conjugating enzyme E2 C	Approved		UBCH10	20q13.12	U73379
HGNC:12474	UBE2D1	ubiquitin conjugating enzyme E2 D1	Approved	SFT	UbcH5A, UBCH5, UBC4/5, E2(17)KB1	10q21.1	BC015997
HGNC:12475	UBE2D2	ubiquitin conjugating enzyme E2 D2	Approved		UbcH5B, UBC4	5q31.2	L40146
HGNC:12476	UBE2D3	ubiquitin conjugating enzyme E2 D3	Approved		UbcH5C	4q24	U39318
HGNC:21647	UBE2D4	ubiquitin conjugating enzyme E2 D4 (putative)	Approved		HBUCE1	7p13	BC004104
HGNC:12477	UBE2E1	ubiquitin conjugating enzyme E2 E1	Approved		UbcH6	3p24.2	X92963
HGNC:12478	UBE2E2	ubiquitin conjugating enzyme E2 E2	Approved		UbcH8, FLJ25157	3p24.3	AK057886
HGNC:12479	UBE2E3	ubiquitin conjugating enzyme E2 E3	Approved		UbcH9	2q31.3	AB017644
HGNC:12480	UBE2F	ubiquitin conjugating enzyme E2 F (putative)	Approved		NCE2	2q37.3	BC010549
HGNC:12482	UBE2G1	ubiquitin conjugating enzyme E2 G1	Approved	UBE2G	UBC7	17p13.2	BC026288
HGNC:12483	UBE2G2	ubiquitin conjugating enzyme E2 G2	Approved		UBC7	21q22.3	BC008351
HGNC:12484	UBE2H	ubiquitin conjugating enzyme E2 H	Approved		UBCH, UBC8, GID3	7q32.2	BC006277
HGNC:12485	UBE2I	ubiquitin conjugating enzyme E2 I	Approved		UBC9	16p13.3	D45050
HGNC:17598	UBE2J1	ubiquitin conjugating enzyme E2 J1	Approved		HSPC153, CGI-76, NCUBE1, UBC6	6q15	AJ245898
HGNC:19268	UBE2J2	ubiquitin conjugating enzyme E2 J2	Approved		Ubc6p, NCUBE2	1p36.33	AF296658
HGNC:4914	UBE2K	ubiquitin conjugating enzyme E2 K	Approved	HIP2	HYPG, UBC1	4p14	U58522
HGNC:12488	UBE2L3	ubiquitin conjugating enzyme E2 L3	Approved		UBCH7	22q11.21	AJ000519
HGNC:13477	UBE2L5	ubiquitin conjugating enzyme E2 L5	Approved	UBE2L5P		13q12.3	AL161893
HGNC:12490	UBE2L6	ubiquitin conjugating enzyme E2 L6	Approved		UBCH8	11q12.1	AF031141, AK093462, BC032491
HGNC:12491	UBE2M	ubiquitin conjugating enzyme E2 M	Approved		hUbc12, UBC12	19q13.43	AB012191
HGNC:12492	UBE2N	ubiquitin conjugating enzyme E2 N	Approved		UbcH-ben, UBC13, MGC8489	12q22	D83004
HGNC:31710	UBE2NL	ubiquitin conjugating enzyme E2 N like (gene/pseudogene)	Approved			Xq27.3	
HGNC:29554	UBE2O	ubiquitin conjugating enzyme E2 O	Approved		E2-230K	17q25.1	AB051521
HGNC:15698	UBE2Q1	ubiquitin conjugating enzyme E2 Q1	Approved	UBE2Q	PRO3094, NICE-5	1q21.3	AJ243666
HGNC:19248	UBE2Q2	ubiquitin conjugating enzyme E2 Q2	Approved		DKFZp762C143	15q24.2	BC017708
HGNC:37269	UBE2QL1	ubiquitin conjugating enzyme E2 Q family like 1	Approved		FLJ25076	5p15.31	AK057805
HGNC:19907	UBE2R2	ubiquitin conjugating enzyme E2 R2	Approved		UBC3B, CDC34B, FLJ20419, MGC10481	9p13.3	AK000426
HGNC:17895	UBE2S	ubiquitin conjugating enzyme E2 S	Approved		E2-EPF	19q13.42	BC004236
HGNC:25009	UBE2T	ubiquitin conjugating enzyme E2 T	Approved		HSPC150, FANCT	1q32.1	AF161499
HGNC:28559	UBE2U	ubiquitin conjugating enzyme E2 U	Approved		MGC35130	1p31.3	BC029895
HGNC:12494	UBE2V1	ubiquitin conjugating enzyme E2 V1	Approved	UBE2V	UEV-1, CROC-1, UEV1A, CROC1	20q13.13	U39360
HGNC:12495	UBE2V2	ubiquitin conjugating enzyme E2 V2	Approved		UEV-2, DDVit-1, EDPF-1, MMS2, UEV2, EDPF1, DDVIT1, EDAF-1	8q11.21	X98091
HGNC:25616	UBE2W	ubiquitin conjugating enzyme E2 W	Approved		FLJ11011, UBC-16	8q21.11	AK001873
HGNC:25847	UBE2Z	ubiquitin conjugating enzyme E2 Z	Approved		FLJ13855, USE1	17q21.32	BC015890
HGNC:12496	UBE3A	ubiquitin protein ligase E3A	Approved	EPVE6AP, HPVE6A	AS, ANCR, E6-AP, FLJ26981	15q11.2	AF002224
HGNC:13478	UBE3B	ubiquitin protein ligase E3B	Approved			12q24.11	BC032301
HGNC:16803	UBE3C	ubiquitin protein ligase E3C	Approved		KIAA0010, KIAA10	7q36.3	AK127280
HGNC:21381	UBE3D	ubiquitin protein ligase E3D	Approved	C6orf157, UBE2CBP	DKFZp434A1520, H10BH, YJR141W	6q14.1	AL137544
HGNC:12499	UBE4A	ubiquitination factor E4A	Approved		UBOX2, UFD2, KIAA0126, E4	11q23.3	D50916
HGNC:12500	UBE4B	ubiquitination factor E4B	Approved		UBOX3, E4, UFD2, KIAA0684	1p36.22	AF091093
HGNC:30565	UBFD1	ubiquitin family domain containing 1	Approved		FLJ42145, FLJ38870, UBPH	16p12.2	AK124139
HGNC:30791	UBIAD1	UbiA prenyltransferase domain containing 1	Approved	SCCD	TERE1	1p36.22	
HGNC:12504	UBL3	ubiquitin like 3	Approved	PNSC1	HCG-1, DKFZP434K151, FLJ32018	13q12.3	AF044221
HGNC:12505	UBL4A	ubiquitin like 4A	Approved	UBL4	GDX, DXS254E, GET5, MDY2, TMA24	Xq28	J03589
HGNC:32309	UBL4B	ubiquitin like 4B	Approved		FLJ25690	1p13.3	
HGNC:13736	UBL5	ubiquitin like 5	Approved			19p13.2	
HGNC:28221	UBL7	ubiquitin like 7	Approved		BMSC-UbP, MGC14421	15q24.1	BC007913
HGNC:28110	UBLCP1	ubiquitin like domain containing CTD phosphatase 1	Approved		MGC10067, CPUB1	5q33.3	AK057996
HGNC:12506	UBN1	ubinuclein 1	Approved			16p13.3	AF108460
HGNC:21931	UBN2	ubinuclein 2	Approved		FLJ25778, KIAA2030	7q34	AK098644
HGNC:17777	UBOX5	U-box domain containing 5	Approved		UIP5, KIAA0860, Ubce7ip5, RNF37	20p13	AB020667
HGNC:12507	UBP1	upstream binding protein 1	Approved		LBP-1a	3p22.3	AF198487
HGNC:12508	UBQLN1	ubiquilin 1	Approved		DSK2, PLIC-1, XDRP1, DA41	9q21.32	AF176069
HGNC:12509	UBQLN2	ubiquilin 2	Approved		Chap1, Dsk2, RIHFB2157, LIC-2, CHAP1/DSK2, PLIC-2, N4BP4, PLIC2	Xp11.21	AF189009
HGNC:12510	UBQLN3	ubiquilin 3	Approved		TUP-1	11p15.4	AF230481
HGNC:1237	UBQLN4	ubiquilin 4	Approved	C1orf6	A1U, UBIN	1q22	BC018403
HGNC:28294	UBQLNL	ubiquilin like	Approved		MGC20470, MGC26958	11p15.4	AK127987
HGNC:16808	UBR1	ubiquitin protein ligase E3 component n-recognin 1	Approved			15q15.2	
HGNC:21289	UBR2	ubiquitin protein ligase E3 component n-recognin 2	Approved	C6orf133	bA49A4.1, dJ392M17.3, KIAA0349	6p21.1	BC024217
HGNC:30467	UBR3	ubiquitin protein ligase E3 component n-recognin 3	Approved	ZNF650	KIAA2024, DKFZp434P117, FLJ37422	2q31.1	AL834144
